ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Loan_Status,LogApplicantIncome,LogCoApplicantIncome,LogLoanAmount,Gender_E,Married_E,Dependents_E,Education_E,Self_Employed_E,Credit_History_E,Property_Area_E
3992,0.0,128.0,180.0,0,8.292298107063221,0.0,4.859812404361672,3.0,2.0,3.0,1.0,2.0,3.0,2.0
3500,1083.0,135.0,360.0,1,8.160803920954665,6.988413181999592,4.912654885736052,3.0,2.0,2.0,1.0,2.0,3.0,2.0
3917,0.0,124.0,360.0,1,8.273336598504486,0.0,4.8283137373023015,3.0,2.0,5.0,1.0,2.0,3.0,3.0
4408,0.0,120.0,360.0,1,8.391403185357937,0.0,4.795790545596741,2.0,1.0,4.0,1.0,2.0,3.0,3.0
3244,0.0,80.0,360.0,1,8.08487062913819,0.0,4.394449154672439,2.0,1.0,4.0,2.0,2.0,3.0,2.0
3975,2531.0,55.0,360.0,1,8.288031567776464,7.836764783264067,4.02535169073515,3.0,1.0,4.0,1.0,2.0,3.0,1.0
2479,0.0,59.0,360.0,1,7.8160138391590275,0.0,4.0943445622221,3.0,1.0,4.0,2.0,2.0,3.0,2.0
3418,0.0,127.0,360.0,0,8.137103389639302,0.0,4.852030263919617,3.0,1.0,4.0,2.0,2.0,3.0,3.0
10000,0.0,214.0,360.0,0,9.210440366976517,0.0,5.3706380281276624,2.0,1.0,4.0,2.0,2.0,3.0,3.0
3430,1250.0,128.0,360.0,0,8.14060704285845,7.1316985104669115,4.859812404361672,3.0,2.0,3.0,2.0,2.0,1.0,3.0
7787,0.0,240.0,360.0,1,8.960339366492091,0.0,5.484796933490655,3.0,2.0,2.0,2.0,1.0,3.0,2.0
5703,0.0,130.0,360.0,1,8.648922962094131,0.0,4.875197323201151,3.0,2.0,3.0,1.0,1.0,3.0,1.0
3173,3021.0,137.0,360.0,1,8.062747901086354,8.013674142832684,4.927253685157205,3.0,2.0,4.0,2.0,2.0,3.0,2.0
3850,983.0,100.0,360.0,1,8.25608813381491,6.891625897052253,4.61512051684126,3.0,2.0,3.0,1.0,2.0,3.0,3.0
150,1800.0,135.0,360.0,0,5.017279836814924,7.496097345175956,4.912654885736052,3.0,2.0,4.0,2.0,2.0,3.0,1.0
3727,1775.0,131.0,360.0,1,8.223627175805483,7.4821189235521155,4.882801922586371,3.0,2.0,4.0,2.0,2.0,3.0,3.0
5000,0.0,72.0,360.0,0,8.517393171418904,0.0,4.290459441148391,3.0,2.0,5.0,2.0,3.0,1.0,3.0
4283,2383.0,127.0,360.0,1,8.36264243156764,7.776535028185241,4.852030263919617,2.0,2.0,5.0,2.0,2.0,2.0,3.0
2221,0.0,60.0,360.0,0,7.706162970199576,0.0,4.110873864173311,3.0,2.0,4.0,2.0,2.0,1.0,2.0
4009,1717.0,116.0,360.0,1,8.296546520300614,7.4489161025442,4.762173934797756,3.0,2.0,5.0,2.0,2.0,3.0,3.0
2971,2791.0,144.0,360.0,1,7.99699040583765,7.934513463882263,4.976733742420574,3.0,1.0,4.0,2.0,2.0,3.0,3.0
7578,1010.0,175.0,360.0,1,8.93313654381203,6.918695219020472,5.170483995038151,3.0,2.0,4.0,2.0,2.0,3.0,3.0
6250,0.0,128.0,360.0,1,8.740496729931813,0.0,4.859812404361672,3.0,2.0,4.0,2.0,2.0,3.0,3.0
3250,0.0,170.0,360.0,0,8.086717920303906,0.0,5.14166355650266,3.0,2.0,4.0,2.0,2.0,3.0,1.0
4735,0.0,138.0,360.0,0,8.462948176563842,0.0,4.9344739331306915,3.0,2.0,1.0,1.0,1.0,3.0,2.0
6250,1695.0,210.0,360.0,1,8.740496729931813,7.4360278163518485,5.351858133476067,3.0,2.0,5.0,2.0,2.0,3.0,3.0
4758,0.0,158.0,480.0,1,8.46779284112111,0.0,5.0689042022202315,3.0,3.0,1.0,2.0,2.0,3.0,3.0
6400,0.0,200.0,360.0,1,8.764209507142004,0.0,5.303304908059076,3.0,1.0,4.0,2.0,1.0,3.0,1.0
2491,2054.0,104.0,360.0,1,7.820840879907344,7.628031126930335,4.653960350157523,3.0,2.0,2.0,2.0,2.0,3.0,3.0
3716,0.0,42.0,180.0,1,8.220672170297252,0.0,3.7612001156935624,3.0,2.0,4.0,2.0,3.0,3.0,1.0
3189,2598.0,120.0,360.0,1,8.06777619577889,7.8628820346414905,4.795790545596741,3.0,1.0,4.0,1.0,2.0,3.0,1.0
8333,0.0,280.0,360.0,1,9.0280988119824,0.0,5.638354669333745,2.0,1.0,4.0,2.0,2.0,3.0,3.0
3155,1779.0,140.0,360.0,1,8.057060681965766,7.484368643286131,4.948759890378168,3.0,2.0,2.0,2.0,2.0,3.0,3.0
5500,1260.0,170.0,360.0,1,8.612685172875459,7.13966033596492,5.14166355650266,3.0,2.0,2.0,2.0,2.0,3.0,1.0
5746,0.0,255.0,360.0,0,8.656433258507741,0.0,5.545177444479562,3.0,2.0,4.0,2.0,3.0,2.0,2.0
3463,0.0,122.0,360.0,1,8.150179269682326,0.0,4.812184355372417,2.0,1.0,4.0,2.0,1.0,2.0,2.0
3812,0.0,112.0,360.0,1,8.246171559857563,0.0,4.727387818712341,2.0,1.0,2.0,2.0,2.0,3.0,1.0
3315,0.0,96.0,360.0,1,8.106514516255185,0.0,4.574710978503383,3.0,2.0,2.0,2.0,2.0,3.0,3.0
5819,5000.0,120.0,360.0,1,8.669055540725484,8.517393171418904,4.795790545596741,3.0,2.0,5.0,2.0,2.0,3.0,1.0
2510,1983.0,140.0,180.0,0,7.828436359157585,7.592870287844818,4.948759890378168,3.0,2.0,2.0,1.0,2.0,3.0,2.0
2965,5701.0,155.0,60.0,1,7.994969522697877,8.648572269472618,5.049856007249537,3.0,1.0,4.0,2.0,2.0,3.0,2.0
6250,1300.0,108.0,360.0,1,8.740496729931813,7.170888478512505,4.6913478822291435,3.0,2.0,5.0,2.0,1.0,3.0,1.0
3406,4417.0,123.0,360.0,1,8.133587417660966,8.393442383980062,4.820281565605037,3.0,2.0,4.0,1.0,2.0,3.0,3.0
6050,4333.0,120.0,180.0,0,8.707978826622321,8.374246182096304,4.795790545596741,3.0,1.0,4.0,2.0,1.0,3.0,2.0
9703,0.0,112.0,360.0,1,9.180293450623886,0.0,4.727387818712341,3.0,2.0,5.0,2.0,2.0,3.0,2.0
6608,0.0,137.0,180.0,1,8.796187635470453,0.0,4.927253685157205,3.0,2.0,2.0,1.0,2.0,3.0,2.0
2882,1843.0,123.0,480.0,1,7.9665866976384025,7.519692404116539,4.820281565605037,3.0,2.0,2.0,2.0,2.0,3.0,3.0
1809,1868.0,90.0,360.0,1,7.501082124259871,7.533158807455563,4.51085950651685,3.0,2.0,4.0,2.0,2.0,3.0,2.0
1668,3890.0,201.0,360.0,0,7.419979923661835,8.266421472984554,5.308267697401205,3.0,2.0,4.0,1.0,2.0,1.0,3.0
3427,0.0,138.0,360.0,0,8.13973227971767,0.0,4.9344739331306915,2.0,1.0,5.0,2.0,2.0,3.0,2.0
2583,2167.0,104.0,360.0,1,7.857093864902493,7.681560362559537,4.653960350157523,3.0,1.0,4.0,1.0,1.0,3.0,1.0
2661,7101.0,279.0,180.0,1,7.8868329989550565,8.868131713503033,5.634789603169249,3.0,2.0,2.0,1.0,2.0,3.0,3.0
16250,0.0,192.0,360.0,0,9.69590972432601,0.0,5.262690188904886,3.0,1.0,4.0,2.0,1.0,1.0,2.0
3083,0.0,255.0,360.0,1,8.03398273468322,0.0,5.545177444479562,2.0,1.0,3.0,2.0,2.0,3.0,1.0
6045,0.0,115.0,360.0,0,8.707152175339404,0.0,4.7535901911063645,3.0,1.0,4.0,1.0,2.0,1.0,1.0
5250,0.0,94.0,360.0,0,8.566173813637858,0.0,4.553876891600541,3.0,2.0,3.0,2.0,2.0,3.0,2.0
14683,2100.0,304.0,360.0,0,9.594513744616725,7.650168700845001,5.720311776607412,3.0,2.0,4.0,2.0,2.0,3.0,1.0
4931,0.0,128.0,360.0,0,8.503499864284235,0.0,4.859812404361672,3.0,2.0,3.0,1.0,2.0,2.0,3.0
6083,4250.0,330.0,360.0,1,8.713417653379183,8.35490952835879,5.802118375377063,3.0,2.0,2.0,2.0,2.0,2.0,2.0
2060,2209.0,134.0,360.0,1,7.630946580890459,7.700747794511798,4.90527477843843,3.0,1.0,4.0,2.0,2.0,3.0,3.0
3481,0.0,155.0,36.0,0,8.155362120328135,0.0,5.049856007249537,2.0,1.0,2.0,2.0,2.0,3.0,3.0
7200,0.0,120.0,360.0,1,8.881975184248867,0.0,4.795790545596741,2.0,1.0,4.0,2.0,2.0,3.0,1.0
5166,0.0,128.0,360.0,1,8.550047528287184,0.0,4.859812404361672,3.0,1.0,4.0,2.0,1.0,3.0,3.0
4095,3447.0,151.0,360.0,1,8.317766166719343,8.145549631783584,5.0238805208462765,3.0,1.0,4.0,2.0,2.0,3.0,1.0
4708,1387.0,150.0,360.0,1,8.457230850243555,7.23561914106675,5.017279836814924,3.0,2.0,5.0,2.0,2.0,3.0,3.0
4333,1811.0,160.0,360.0,1,8.374246182096304,7.502186486602924,5.081404364984463,3.0,2.0,3.0,2.0,2.0,1.0,2.0
3418,0.0,135.0,360.0,0,8.137103389639302,0.0,4.912654885736052,2.0,1.0,4.0,2.0,3.0,3.0,1.0
2876,1560.0,90.0,360.0,1,7.964503363551548,7.353081920515432,4.51085950651685,2.0,1.0,2.0,2.0,2.0,3.0,2.0
3237,0.0,30.0,360.0,1,8.08271113423758,0.0,3.4339872044851463,2.0,1.0,4.0,2.0,2.0,3.0,2.0
11146,0.0,136.0,360.0,1,9.318925682389624,0.0,4.919980925828125,3.0,2.0,4.0,2.0,2.0,3.0,2.0
2833,1857.0,126.0,360.0,1,7.949444420250626,7.527255919373784,4.844187086458591,3.0,1.0,4.0,2.0,2.0,3.0,1.0
2620,2223.0,150.0,360.0,1,7.8713112033234065,7.707062655370473,5.017279836814924,3.0,2.0,4.0,2.0,2.0,3.0,3.0
3900,0.0,90.0,360.0,1,8.268988209506656,0.0,4.51085950651685,3.0,2.0,5.0,2.0,2.0,3.0,3.0
2750,1842.0,115.0,360.0,1,7.919719760924575,7.519149957669823,4.7535901911063645,3.0,2.0,2.0,2.0,2.0,3.0,3.0
3993,3274.0,207.0,360.0,1,8.29254851397576,8.094073148069352,5.337538079701318,3.0,2.0,4.0,2.0,2.0,3.0,3.0
3103,1300.0,80.0,360.0,1,8.04044688130311,7.170888478512505,4.394449154672439,3.0,2.0,4.0,2.0,2.0,3.0,2.0
14583,0.0,436.0,360.0,1,9.5876803163585,0.0,6.07993319509559,3.0,2.0,4.0,2.0,2.0,3.0,3.0
4100,0.0,124.0,360.0,1,8.31898612539206,0.0,4.8283137373023015,2.0,2.0,4.0,1.0,2.0,2.0,1.0
4053,2426.0,158.0,360.0,0,8.307459327011946,7.794411205726601,5.0689042022202315,3.0,1.0,2.0,1.0,1.0,1.0,2.0
3927,800.0,112.0,360.0,1,8.275885669474356,6.68586094706836,4.727387818712341,3.0,2.0,4.0,2.0,2.0,3.0,3.0
2301,985.7999878,78.0,180.0,1,7.741533589281828,6.894467372292008,4.3694478524670215,3.0,2.0,5.0,2.0,2.0,3.0,2.0
1811,1666.0,54.0,360.0,1,7.502186486602924,7.418780882750794,4.007333185232471,2.0,1.0,4.0,2.0,2.0,3.0,2.0
20667,0.0,128.0,360.0,0,9.936341889407075,0.0,4.859812404361672,3.0,2.0,4.0,2.0,2.0,3.0,1.0
3158,3053.0,89.0,360.0,1,8.058010800802085,8.024207485778577,4.499809670330265,3.0,1.0,4.0,2.0,2.0,3.0,1.0
2600,1717.0,99.0,300.0,0,7.8636512654486515,7.4489161025442,4.605170185988092,2.0,1.0,4.0,2.0,1.0,3.0,3.0
3704,2000.0,120.0,360.0,1,8.217438537730187,7.601402334583733,4.795790545596741,3.0,2.0,4.0,2.0,2.0,3.0,1.0
4124,0.0,115.0,360.0,1,8.324821298768782,0.0,4.7535901911063645,2.0,1.0,4.0,2.0,2.0,3.0,3.0
9508,0.0,187.0,360.0,1,9.159993997539445,0.0,5.236441962829949,3.0,1.0,4.0,2.0,2.0,3.0,1.0
3075,2416.0,139.0,360.0,1,8.031385330625534,7.790282380703483,4.941642422609304,3.0,2.0,4.0,2.0,2.0,3.0,1.0
4400,0.0,127.0,360.0,0,8.38958706681109,0.0,4.852030263919617,3.0,2.0,5.0,2.0,2.0,1.0,3.0
3153,1560.0,134.0,360.0,1,8.056426767522984,7.353081920515432,4.90527477843843,3.0,2.0,5.0,2.0,2.0,3.0,2.0
5417,0.0,143.0,480.0,0,8.59748202264504,0.0,4.969813299576001,2.0,1.0,1.0,2.0,2.0,1.0,2.0
2383,3334.0,172.0,360.0,1,7.776535028185241,8.112227958349724,5.153291594497779,3.0,2.0,4.0,2.0,2.0,3.0,3.0
4416,1250.0,110.0,360.0,1,8.393216011596527,7.1316985104669115,4.709530201312334,3.0,2.0,3.0,2.0,3.0,3.0,2.0
6875,0.0,200.0,360.0,1,8.83579236650274,0.0,5.303304908059076,3.0,2.0,2.0,2.0,2.0,3.0,3.0
4666,0.0,135.0,360.0,1,8.448271745949816,0.0,4.912654885736052,2.0,2.0,2.0,2.0,2.0,3.0,2.0
5000,2541.0,151.0,480.0,0,8.517393171418904,7.8407064517494,5.0238805208462765,2.0,1.0,4.0,2.0,2.0,3.0,1.0
2014,2925.0,113.0,360.0,0,7.608374474380783,7.98139158158007,4.736198448394496,3.0,2.0,2.0,2.0,2.0,3.0,2.0
1800,2934.0,93.0,360.0,0,7.496097345175956,7.984462732262196,4.543294782270004,3.0,2.0,4.0,1.0,2.0,1.0,2.0
2875,1750.0,105.0,360.0,1,7.964155718840937,7.467942332285852,4.663439094112067,3.0,2.0,1.0,1.0,2.0,3.0,3.0
5000,0.0,132.0,360.0,1,8.517393171418904,0.0,4.890349128221754,2.0,1.0,4.0,2.0,2.0,3.0,1.0
1625,1803.0,96.0,360.0,1,7.3938782901077555,7.4977617006225685,4.574710978503383,3.0,2.0,2.0,2.0,2.0,3.0,2.0
4000,2500.0,140.0,360.0,1,8.294299608857235,7.824445930877619,4.948759890378168,3.0,1.0,4.0,2.0,2.0,3.0,1.0
2000,0.0,128.0,360.0,0,7.601402334583733,0.0,4.859812404361672,3.0,1.0,4.0,1.0,2.0,3.0,2.0
3762,1666.0,135.0,360.0,1,8.232971790593437,7.418780882750794,4.912654885736052,2.0,1.0,4.0,2.0,2.0,3.0,1.0
2400,1863.0,104.0,360.0,0,7.783640596221253,7.530479995245536,4.653960350157523,2.0,1.0,4.0,2.0,2.0,1.0,2.0
20233,0.0,480.0,360.0,0,9.915119636765835,0.0,6.175867270105761,3.0,1.0,4.0,2.0,2.0,3.0,1.0
7667,0.0,185.0,360.0,1,8.944811104165534,0.0,5.225746673713202,3.0,2.0,5.0,1.0,2.0,2.0,1.0
2917,0.0,84.0,360.0,1,7.978653729082731,0.0,4.442651256490317,2.0,1.0,4.0,2.0,2.0,3.0,3.0
2927,2405.0,111.0,360.0,1,7.982074875081202,7.785720896534624,4.718498871295094,3.0,1.0,4.0,1.0,2.0,3.0,3.0
2507,0.0,56.0,360.0,1,7.827240901752812,0.0,4.04305126783455,2.0,1.0,4.0,2.0,2.0,3.0,1.0
5746,0.0,144.0,84.0,1,8.656433258507741,0.0,4.976733742420574,3.0,2.0,5.0,2.0,1.0,2.0,1.0
2473,1843.0,159.0,360.0,0,7.813591552952433,7.519692404116539,5.075173815233827,1.0,2.0,4.0,2.0,2.0,3.0,1.0
3399,1640.0,111.0,180.0,1,8.131530710604252,7.403061091090091,4.718498871295094,3.0,2.0,2.0,1.0,2.0,3.0,2.0
3717,0.0,120.0,360.0,1,8.220941168281389,0.0,4.795790545596741,3.0,2.0,5.0,2.0,2.0,3.0,3.0
2058,2134.0,88.0,360.0,1,7.629975707027789,7.666221925662725,4.48863636973214,3.0,2.0,4.0,2.0,2.0,2.0,2.0
3541,0.0,112.0,360.0,1,8.17244681834278,0.0,4.727387818712341,2.0,1.0,2.0,2.0,2.0,2.0,3.0
10000,0.0,155.0,360.0,0,9.210440366976517,0.0,5.049856007249537,3.0,2.0,2.0,2.0,1.0,3.0,1.0
2400,2167.0,115.0,360.0,1,7.783640596221253,7.681560362559537,4.7535901911063645,3.0,2.0,4.0,2.0,2.0,3.0,3.0
4342,189.0,124.0,360.0,1,8.376320632534823,5.247024072160486,4.8283137373023015,3.0,2.0,3.0,2.0,2.0,3.0,3.0
3601,1590.0,128.0,360.0,1,8.189244525735901,7.372118028337787,4.859812404361672,3.0,2.0,5.0,1.0,2.0,3.0,1.0
3166,2985.0,132.0,360.0,1,8.06054004653864,8.001689978099135,4.890349128221754,2.0,1.0,4.0,2.0,2.0,2.0,1.0
15000,0.0,300.0,360.0,1,9.61587214452889,0.0,5.707110264748875,3.0,2.0,3.0,2.0,2.0,3.0,1.0
8666,4983.0,376.0,360.0,0,9.067277989134345,8.51398806046729,5.932245187448011,3.0,2.0,2.0,2.0,1.0,1.0,1.0
4917,0.0,130.0,360.0,1,8.500657222776137,0.0,4.875197323201151,3.0,1.0,4.0,2.0,2.0,1.0,1.0
5818,2160.0,184.0,360.0,1,8.66888370465667,7.6783263565068856,5.220355825078324,3.0,2.0,4.0,2.0,1.0,3.0,3.0
4333,2451.0,110.0,360.0,0,8.374246182096304,7.804659297056102,4.709530201312334,2.0,2.0,4.0,2.0,2.0,3.0,2.0
2500,0.0,67.0,360.0,1,7.824445930877619,0.0,4.219507705176107,2.0,1.0,4.0,2.0,2.0,3.0,2.0
4384,1793.0,117.0,360.0,1,8.385944904806284,7.492203042618741,4.770684624465665,3.0,1.0,2.0,2.0,2.0,3.0,2.0
2935,0.0,98.0,360.0,1,7.984803389734406,0.0,4.59511985013459,3.0,1.0,4.0,2.0,2.0,3.0,3.0
2833,0.0,71.0,360.0,1,7.949444420250626,0.0,4.276666119016055,3.0,1.0,1.0,2.0,2.0,3.0,2.0
63337,0.0,490.0,180.0,1,11.056240743970491,0.0,6.19644412779452,3.0,2.0,4.0,2.0,3.0,3.0,2.0
9833,1833.0,182.0,180.0,1,9.193601047971885,7.51425465281641,5.209486152841421,1.0,2.0,2.0,2.0,1.0,3.0,2.0
5503,4490.0,70.0,360.0,1,8.61323037961318,8.409830673087738,4.2626798770413155,3.0,2.0,1.0,2.0,1.0,3.0,3.0
5250,688.0,160.0,360.0,1,8.566173813637858,6.535241271013659,5.081404364984463,3.0,2.0,2.0,2.0,3.0,3.0,1.0
2500,4600.0,176.0,360.0,1,7.824445930877619,8.434028950155469,5.176149732573829,3.0,2.0,5.0,2.0,1.0,3.0,1.0
1830,0.0,128.0,360.0,0,7.5126175446745105,0.0,4.859812404361672,2.0,1.0,3.0,1.0,2.0,1.0,2.0
4160,0.0,71.0,360.0,1,8.333510708982942,0.0,4.276666119016055,2.0,1.0,4.0,2.0,2.0,3.0,3.0
2647,1587.0,173.0,360.0,0,7.881559917056899,7.370230641807081,5.159055299214529,3.0,2.0,3.0,1.0,2.0,3.0,1.0
2378,0.0,46.0,360.0,0,7.774435510302958,0.0,3.8501476017100584,2.0,1.0,4.0,2.0,2.0,3.0,1.0
4554,1229.0,158.0,360.0,1,8.423980809694058,7.114769448366463,5.0689042022202315,3.0,2.0,2.0,1.0,2.0,3.0,2.0
3173,0.0,74.0,360.0,1,8.062747901086354,0.0,4.31748811353631,3.0,2.0,3.0,1.0,2.0,3.0,3.0
2583,2330.0,125.0,360.0,1,7.857093864902493,7.754052639035757,4.836281906951478,3.0,2.0,5.0,2.0,3.0,3.0,1.0
2499,2458.0,160.0,360.0,1,7.824046010856292,7.807510042216193,5.081404364984463,3.0,2.0,4.0,2.0,2.0,3.0,3.0
3523,3230.0,152.0,360.0,0,8.16735198705607,8.080546965824498,5.030437921392435,3.0,2.0,1.0,1.0,2.0,1.0,1.0
3083,2168.0,126.0,360.0,1,8.03398273468322,7.682021510826875,4.844187086458591,3.0,2.0,5.0,1.0,2.0,3.0,2.0
6333,4583.0,259.0,360.0,1,8.753687227098585,8.430327258394575,5.560681631015528,3.0,2.0,4.0,2.0,2.0,2.0,3.0
2625,6250.0,187.0,360.0,1,7.873217054862741,8.740496729931813,5.236441962829949,3.0,2.0,4.0,2.0,2.0,3.0,1.0
9083,0.0,228.0,360.0,1,9.114269903225448,0.0,5.43372200355424,3.0,2.0,4.0,2.0,2.0,3.0,3.0
8750,4167.0,308.0,360.0,0,9.076923258535832,8.335191583433202,5.733341276897746,3.0,1.0,4.0,2.0,2.0,3.0,1.0
2666,2083.0,95.0,360.0,1,7.888709524182015,7.642044402873258,4.564348191467836,3.0,2.0,3.0,2.0,2.0,3.0,1.0
5500,0.0,105.0,360.0,0,8.612685172875459,0.0,4.663439094112067,2.0,2.0,4.0,2.0,1.0,1.0,1.0
2423,505.0,130.0,360.0,1,7.793174347189205,6.226536669287466,4.875197323201151,2.0,2.0,4.0,2.0,2.0,3.0,3.0
3813,0.0,116.0,180.0,1,8.246433786160365,0.0,4.762173934797756,2.0,1.0,1.0,2.0,2.0,3.0,2.0
8333,3167.0,165.0,360.0,1,9.0280988119824,8.060855752934316,5.111987788356544,3.0,2.0,5.0,2.0,2.0,3.0,1.0
3875,0.0,67.0,360.0,0,8.262558973010657,0.0,4.219507705176107,3.0,2.0,2.0,2.0,2.0,3.0,2.0
3000,1666.0,100.0,480.0,0,8.006700845440367,7.418780882750794,4.61512051684126,3.0,2.0,4.0,1.0,2.0,1.0,2.0
5167,3167.0,200.0,360.0,1,8.550241045462437,8.060855752934316,5.303304908059076,3.0,2.0,3.0,2.0,2.0,3.0,3.0
4723,0.0,81.0,360.0,0,8.460411177317253,0.0,4.406719247264253,2.0,1.0,2.0,2.0,2.0,3.0,3.0
5000,3667.0,236.0,360.0,1,8.517393171418904,8.207401833376355,5.4680601411351315,3.0,2.0,5.0,2.0,2.0,3.0,3.0
4750,2333.0,130.0,360.0,1,8.46611040118692,7.755338812846501,4.875197323201151,3.0,2.0,4.0,2.0,2.0,3.0,2.0
3013,3033.0,95.0,300.0,1,8.01102337918644,8.017637159908478,4.564348191467836,3.0,2.0,4.0,2.0,2.0,2.0,2.0
6822,0.0,141.0,360.0,1,8.828054536815424,0.0,4.955827057601261,3.0,1.0,4.0,2.0,1.0,3.0,1.0
6216,0.0,133.0,360.0,0,8.735042754269337,0.0,4.897839799950911,3.0,1.0,4.0,1.0,2.0,3.0,1.0
2500,0.0,96.0,480.0,0,7.824445930877619,0.0,4.574710978503383,3.0,1.0,4.0,2.0,2.0,3.0,3.0
5124,0.0,124.0,360.0,0,8.54188580400661,0.0,4.8283137373023015,3.0,1.0,4.0,2.0,2.0,1.0,1.0
6325,0.0,175.0,360.0,1,8.752423403865594,0.0,5.170483995038151,3.0,2.0,2.0,2.0,2.0,3.0,3.0
19730,5266.0,570.0,360.0,0,9.889946281969461,8.569216219483389,6.3473892096560105,3.0,2.0,4.0,2.0,2.0,3.0,1.0
15759,0.0,55.0,360.0,1,9.66523036341187,0.0,4.02535169073515,2.0,1.0,4.0,2.0,1.0,3.0,3.0
5185,0.0,155.0,360.0,1,8.55371796609861,0.0,5.049856007249537,3.0,2.0,5.0,2.0,2.0,3.0,3.0
9323,7873.0,380.0,300.0,1,9.140347000155648,8.971321471503682,5.942799375126701,3.0,2.0,5.0,2.0,1.0,3.0,1.0
3062,1987.0,111.0,180.0,0,8.027150106832774,7.59488438721652,4.718498871295094,3.0,1.0,2.0,2.0,2.0,1.0,2.0
2764,1459.0,110.0,360.0,1,7.9247959139564355,7.286191714702382,4.709530201312334,2.0,1.0,4.0,2.0,3.0,3.0,2.0
4817,923.0,120.0,180.0,1,8.480114183174816,6.828712071641684,4.795790545596741,3.0,2.0,4.0,2.0,2.0,3.0,2.0
8750,4996.0,130.0,360.0,1,9.076923258535832,8.516593011344206,4.875197323201151,3.0,2.0,3.0,2.0,2.0,3.0,1.0
4310,0.0,130.0,360.0,1,8.368925174747135,0.0,4.875197323201151,3.0,2.0,4.0,2.0,2.0,2.0,3.0
3069,0.0,71.0,480.0,0,8.029432840581244,0.0,4.276666119016055,3.0,1.0,4.0,2.0,2.0,3.0,2.0
5391,0.0,130.0,360.0,1,8.592671652592143,0.0,4.875197323201151,3.0,2.0,5.0,2.0,2.0,3.0,2.0
3333,2500.0,128.0,360.0,1,8.111928063310739,7.824445930877619,4.859812404361672,3.0,2.0,4.0,2.0,3.0,3.0,3.0
5941,4232.0,296.0,360.0,1,8.689801056022553,8.350666240520924,5.6937321388027,3.0,1.0,4.0,2.0,2.0,3.0,3.0
6000,0.0,156.0,360.0,1,8.699681400989514,0.0,5.056245805348308,2.0,1.0,4.0,2.0,2.0,3.0,2.0
7167,0.0,128.0,360.0,1,8.877381954654766,0.0,4.859812404361672,3.0,1.0,4.0,2.0,1.0,3.0,2.0
4566,0.0,100.0,360.0,0,8.426611813185,0.0,4.61512051684126,3.0,2.0,5.0,2.0,2.0,3.0,2.0
3667,0.0,113.0,180.0,1,8.207401833376355,0.0,4.736198448394496,3.0,1.0,2.0,2.0,3.0,3.0,2.0
2346,1600.0,132.0,360.0,1,7.760893195851024,7.3783837129967145,4.890349128221754,3.0,1.0,4.0,1.0,2.0,3.0,3.0
3010,3136.0,128.0,360.0,0,8.010027528481734,8.051022208190679,4.859812404361672,3.0,2.0,4.0,1.0,2.0,1.0,2.0
2333,2417.0,136.0,360.0,1,7.755338812846501,7.790696031174738,4.919980925828125,3.0,2.0,4.0,2.0,2.0,3.0,2.0
5488,0.0,125.0,360.0,1,8.610501368549889,0.0,4.836281906951478,3.0,2.0,4.0,2.0,2.0,3.0,1.0
9167,0.0,185.0,360.0,1,9.12347443895452,0.0,5.225746673713202,3.0,1.0,3.0,2.0,2.0,3.0,1.0
9504,0.0,275.0,360.0,1,9.15957325492253,0.0,5.62040086571715,3.0,2.0,3.0,2.0,2.0,3.0,1.0
2583,2115.0,120.0,360.0,1,7.857093864902493,7.65728279297819,4.795790545596741,3.0,2.0,4.0,2.0,2.0,2.0,2.0
1993,1625.0,113.0,180.0,1,7.597897950521784,7.3938782901077555,4.736198448394496,3.0,2.0,5.0,1.0,2.0,3.0,3.0
3100,1400.0,113.0,360.0,1,8.03947991910045,7.244941546337007,4.736198448394496,3.0,2.0,5.0,2.0,2.0,3.0,2.0
3276,484.0,135.0,360.0,1,8.094683648698815,6.184148890937483,4.912654885736052,3.0,2.0,5.0,2.0,2.0,2.0,3.0
3180,0.0,71.0,360.0,0,8.064950891749143,0.0,4.276666119016055,2.0,1.0,4.0,2.0,2.0,1.0,2.0
3033,1459.0,95.0,360.0,1,8.017637159908478,7.286191714702382,4.564348191467836,3.0,2.0,4.0,2.0,2.0,3.0,2.0
3902,1666.0,109.0,360.0,1,8.269500767180615,7.418780882750794,4.700480365792417,3.0,1.0,4.0,1.0,2.0,3.0,1.0
1500,1800.0,103.0,360.0,0,7.313886831633462,7.496097345175956,4.6443908991413725,2.0,1.0,4.0,2.0,2.0,1.0,3.0
2889,0.0,45.0,180.0,0,7.969011781106478,0.0,3.828641396489095,3.0,2.0,5.0,1.0,2.0,1.0,2.0
2755,0.0,65.0,300.0,0,7.9215356321335495,0.0,4.189654742026425,3.0,1.0,4.0,1.0,2.0,3.0,1.0
2500,20000.0,103.0,360.0,1,7.824445930877619,9.90353755128617,4.6443908991413725,3.0,1.0,4.0,2.0,2.0,3.0,3.0
1963,0.0,53.0,360.0,1,7.582738488914411,0.0,3.9889840465642745,2.0,1.0,4.0,1.0,2.0,3.0,3.0
7441,0.0,194.0,360.0,0,8.914894908906568,0.0,5.272999558563747,2.0,1.0,4.0,2.0,1.0,3.0,1.0
4547,0.0,115.0,360.0,1,8.422442854870427,0.0,4.7535901911063645,2.0,1.0,4.0,2.0,2.0,3.0,3.0
